---------CORE WORDS FOUND--------- 
Form(''I''), HasIPA(1), Usage(10294)
Form(''SOU''), HasIPA(0), Usage(1)
Form(''CELELLA''), HasIPA(0), Usage(1)
Form(''SLAVED''), HasIPA(0), Usage(1)
Form(''BOTHERS''), HasIPA(1), Usage(1)
Form(''SUCCORING''), HasIPA(0), Usage(1)
Form(''MESMERIC''), HasIPA(0), Usage(1)
Form(''PADLOCKED''), HasIPA(1), Usage(1)
Form(''BELIE''), HasIPA(1), Usage(1)
Form(''BRAWN''), HasIPA(1), Usage(1)
Form(''BUCKS''), HasIPA(1), Usage(1)
Form(''FRAUGHT''), HasIPA(1), Usage(1)
Form(''JEOPARDIZING''), HasIPA(1), Usage(1)
Form(''AFFRIGHTED''), HasIPA(0), Usage(1)
Form(''CALLOUSED''), HasIPA(1), Usage(1)
Form(''ATTACKER''), HasIPA(1), Usage(1)
Form(''NERVELESS''), HasIPA(0), Usage(1)
Form(''TENACITY''), HasIPA(1), Usage(1)
Form(''BLUSTERED''), HasIPA(0), Usage(1)
Form(''UNCOMPLIMENTARY''), HasIPA(0), Usage(1)
Form(''SPRAWL''), HasIPA(1), Usage(1)
Form(''HONORABLENESS''), HasIPA(0), Usage(1)
Form(''FIGMENT''), HasIPA(1), Usage(1)
Form(''GLOWERING''), HasIPA(1), Usage(1)
Form(''TRUSTFUL''), HasIPA(0), Usage(1)
Form(''FALTERING''), HasIPA(1), Usage(1)
Form(''HALLUCINATION''), HasIPA(1), Usage(1)
Form(''APEMAN''), HasIPA(0), Usage(1)
Form(''INDELIBLY''), HasIPA(1), Usage(1)
Form(''NARRATED''), HasIPA(1), Usage(1)
Form(''TRUSTFULNESS''), HasIPA(0), Usage(1)
Form(''PERIODIC''), HasIPA(1), Usage(1)
Form(''CONFIRMATORY''), HasIPA(1), Usage(1)
Form(''MANIA''), HasIPA(1), Usage(1)
Form(''UNEARTHING''), HasIPA(1), Usage(1)
Form(''TOOTHSOME''), HasIPA(0), Usage(1)
Form(''CROAKED''), HasIPA(0), Usage(1)
Form(''ENLISTING''), HasIPA(1), Usage(1)
Form(''MIGHTIEST''), HasIPA(1), Usage(1)
Form(''DELEGATION''), HasIPA(1), Usage(1)
Form(''ENTRUST''), HasIPA(1), Usage(1)
Form(''TREADING''), HasIPA(1), Usage(1)
Form(''UNTOWARD''), HasIPA(1), Usage(1)
Form(''CHALLENGES''), HasIPA(1), Usage(1)
Form(''ATHIRST''), HasIPA(0), Usage(1)
Form(''SOUGHING''), HasIPA(0), Usage(1)
Form(''MARSHALED''), HasIPA(1), Usage(1)
Form(''PROCLIVITIES''), HasIPA(1), Usage(1)
Form(''TIMELINESS''), HasIPA(1), Usage(1)
Form(''WHOMSOEVER''), HasIPA(1), Usage(1)
Form(''TACITURNITY''), HasIPA(0), Usage(1)
Form(''MOROSENESS''), HasIPA(0), Usage(1)
Form(''DESPONDENT''), HasIPA(1), Usage(1)
Form(''SUPER''), HasIPA(1), Usage(1)
Form(''DREADNAUGHT''), HasIPA(0), Usage(1)
Form(''PLAYFULNESS''), HasIPA(1), Usage(1)
Form(''DISSUADED''), HasIPA(1), Usage(1)
Form(''DISPATCHING''), HasIPA(1), Usage(1)
Form(''CULLED''), HasIPA(1), Usage(1)
Form(''RECIPROCATED''), HasIPA(1), Usage(1)
Form(''UNLETTERED''), HasIPA(0), Usage(1)
Form(''DEPORTMENT''), HasIPA(1), Usage(1)
Form(''AVID''), HasIPA(1), Usage(1)
Form(''FROCKED''), HasIPA(0), Usage(1)
Form(''INTRICACIES''), HasIPA(1), Usage(1)
Form(''DESPONDENCY''), HasIPA(1), Usage(1)
Form(''ENVIRONS''), HasIPA(1), Usage(1)
Form(''INSTITUTED''), HasIPA(1), Usage(1)
Form(''PREDILECTION''), HasIPA(1), Usage(1)
Form(''EQUALED''), HasIPA(1), Usage(1)
Form(''CHILDLESS''), HasIPA(1), Usage(1)
Form(''JOKINGLY''), HasIPA(1), Usage(1)
Form(''POSTPONED''), HasIPA(1), Usage(1)
Form(''BEREAVEMENT''), HasIPA(1), Usage(1)
Form(''EMERGENCIES''), HasIPA(1), Usage(1)
Form(''CAPITALS''), HasIPA(1), Usage(1)
Form(''SUAVE''), HasIPA(1), Usage(1)
Form(''LIKEABLE''), HasIPA(1), Usage(1)
Form(''LIKABLE''), HasIPA(1), Usage(1)
Form(''UNASSUMING''), HasIPA(1), Usage(1)
Form(''LAIRED''), HasIPA(0), Usage(1)
Form(''UNMARRIED''), HasIPA(1), Usage(1)
Form(''NARRATIVES''), HasIPA(1), Usage(1)
Form(''UNTETHERED''), HasIPA(0), Usage(1)
Form(''MERGE''), HasIPA(1), Usage(1)
Form(''AFFLICTS''), HasIPA(1), Usage(1)
Form(''DISCARD''), HasIPA(1), Usage(1)
Form(''ADMONITIONS''), HasIPA(1), Usage(1)
Form(''DEFENSELESS''), HasIPA(1), Usage(1)
Form(''TERRORIZING''), HasIPA(1), Usage(1)
Form(''TETHER''), HasIPA(1), Usage(1)
Form(''WHOMEVER''), HasIPA(1), Usage(1)
Form(''PITEOUS''), HasIPA(0), Usage(1)
Form(''DISCRETION''), HasIPA(1), Usage(1)
Form(''BETOKENED''), HasIPA(0), Usage(1)
Form(''COINCIDENTALLY''), HasIPA(1), Usage(1)
Form(''MANEATER''), HasIPA(0), Usage(1)
Form(''BAGGED''), HasIPA(1), Usage(1)
Form(''SNUGLY''), HasIPA(1), Usage(1)
Form(''PRESUMPTUOUS''), HasIPA(1), Usage(1)
Form(''BLITHELY''), HasIPA(1), Usage(1)
Form(''DIREFUL''), HasIPA(0), Usage(1)
Form(''ENDANGERING''), HasIPA(1), Usage(1)
Form(''CONSORTING''), HasIPA(1), Usage(1)
Form(''UNEMOTIONALLY''), HasIPA(0), Usage(1)
Form(''PUCKERING''), HasIPA(0), Usage(1)
Form(''SPOOFING''), HasIPA(1), Usage(1)
Form(''BAITING''), HasIPA(1), Usage(1)
Form(''WISTFUL''), HasIPA(1), Usage(1)
Form(''BANTERING''), HasIPA(1), Usage(1)
Form(''LOATHESOME''), HasIPA(0), Usage(1)
Form(''OFFENDING''), HasIPA(1), Usage(1)
Form(''BENIGHTED''), HasIPA(1), Usage(1)
Form(''PROVINCIALS''), HasIPA(0), Usage(1)
Form(''LAWFULLY''), HasIPA(1), Usage(1)
Form(''PROGRAM''), HasIPA(1), Usage(1)
Form(''UNSPOILED''), HasIPA(1), Usage(1)
Form(''ANALYSE''), HasIPA(0), Usage(1)
Form(''ILLUMINATING''), HasIPA(1), Usage(1)
Form(''DEPRAVITY''), HasIPA(1), Usage(1)
Form(''CLEANNESS''), HasIPA(1), Usage(1)
Form(''STOUTEST''), HasIPA(0), Usage(1)
Form(''BULWARK''), HasIPA(1), Usage(1)
Form(''EFFRONTERY''), HasIPA(1), Usage(1)
Form(''BANQUETS''), HasIPA(1), Usage(1)
Form(''PASTIMES''), HasIPA(1), Usage(1)
Form(''CRUDENESS''), HasIPA(0), Usage(1)
Form(''PLEBEIANISM''), HasIPA(0), Usage(1)
Form(''STUDIOUSLY''), HasIPA(1), Usage(1)
Form(''DETRACT''), HasIPA(1), Usage(1)
Form(''MERIEM'''), HasIPA(0), Usage(1)
Form(''AVOWAL''), HasIPA(0), Usage(1)
Form(''SILVERED''), HasIPA(0), Usage(1)
Form(''CRESTED''), HasIPA(1), Usage(1)
Form(''ONCOMING''), HasIPA(1), Usage(1)
Form(''PRUSSIC''), HasIPA(0), Usage(1)
Form(''STRYCHNINE''), HasIPA(1), Usage(1)
Form(''HERALDED''), HasIPA(1), Usage(1)
Form(''WELCOMING''), HasIPA(1), Usage(1)
Form(''SCANDINAVIAN''), HasIPA(1), Usage(1)
Form(''DENOTED''), HasIPA(1), Usage(1)
Form(''UNDESERVING''), HasIPA(1), Usage(1)
Form(''UNHOSPITABLE''), HasIPA(0), Usage(1)
Form(''VOUCHSAFED''), HasIPA(0), Usage(1)
Form(''BUNGALOW'S''), HasIPA(0), Usage(1)
Form(''ACKNOWLEDGMENTS''), HasIPA(0), Usage(1)
Form(''EMBARRASSING''), HasIPA(1), Usage(1)
Form(''BASHFULNESS''), HasIPA(0), Usage(1)
Form(''APOLOGIZED''), HasIPA(1), Usage(1)
Form(''TRANSPLANTED''), HasIPA(1), Usage(1)
Form(''HOLLYHOCKS''), HasIPA(1), Usage(1)
Form(''PHLOX''), HasIPA(0), Usage(1)
Form(''SUNTANNED''), HasIPA(0), Usage(1)
Form(''UNTRACKED''), HasIPA(0), Usage(1)
Form(''ENTRUSTING''), HasIPA(1), Usage(1)
Form(''TURMOIL''), HasIPA(1), Usage(1)
Form(''RAID''), HasIPA(1), Usage(1)
Form(''BANDANNA''), HasIPA(0), Usage(1)
Form(''SWALE''), HasIPA(0), Usage(1)
Form(''ELAND''), HasIPA(1), Usage(1)
Form(''MONARCH'S''), HasIPA(1), Usage(1)
Form(''BLINDING''), HasIPA(1), Usage(1)
Form(''HESITANCY''), HasIPA(1), Usage(1)
Form(''SKULKED''), HasIPA(0), Usage(1)
Form(''DISPROVED''), HasIPA(1), Usage(1)
Form(''AGING''), HasIPA(1), Usage(1)
Form(''MATED''), HasIPA(1), Usage(1)
Form(''ABROGATE''), HasIPA(1), Usage(1)
Form(''GARBED''), HasIPA(1), Usage(1)
Form(''FLEXED''), HasIPA(1), Usage(1)
Form(''BRUTE'S''), HasIPA(0), Usage(1)
Form(''BESTRODE''), HasIPA(1), Usage(1)
Form(''HUMANITARIAN''), HasIPA(1), Usage(1)
Form(''PRECARIOUS''), HasIPA(1), Usage(1)
Form(''GENTLEST''), HasIPA(1), Usage(1)
Form(''JERVIS'''), HasIPA(0), Usage(1)
Form(''SPOONING''), HasIPA(0), Usage(1)
Form(''RIDIN'''), HasIPA(0), Usage(1)
Form(''LEASTWAYS''), HasIPA(0), Usage(1)
Form(''LEAVIN'''), HasIPA(0), Usage(1)
Form(''BEGGIN'''), HasIPA(0), Usage(1)
Form(''TRYIN'''), HasIPA(1), Usage(1)
Form(''WILLIN'''), HasIPA(0), Usage(1)
Form(''JERVIS''), HasIPA(1), Usage(1)
Form(''MORTIFIED''), HasIPA(1), Usage(1)
Form(''SENDIN'''), HasIPA(0), Usage(1)
Form(''MOLLIFIED''), HasIPA(1), Usage(1)
Form(''DARNED''), HasIPA(1), Usage(1)
Form(''BOUNDER''), HasIPA(1), Usage(1)
Form(''BOSSES''), HasIPA(1), Usage(1)
Form(''GOODBYE''), HasIPA(1), Usage(1)
Form(''THAT'LL''), HasIPA(1), Usage(1)
Form(''LIVIN'''), HasIPA(1), Usage(1)
Form(''MAKIN'''), HasIPA(1), Usage(1)
Form(''GLUM''), HasIPA(1), Usage(1)
Form(''COMPLIMENTARY''), HasIPA(1), Usage(1)
Form(''HABITUDE''), HasIPA(0), Usage(1)
Form(''MATERIALIZED''), HasIPA(1), Usage(1)
Form(''SMARTED''), HasIPA(0), Usage(1)
Form(''PROPOSAL''), HasIPA(1), Usage(1)
Form(''UNTRAMMELED''), HasIPA(1), Usage(1)
Form(''MOON'S''), HasIPA(1), Usage(1)
Form(''TRYSTING''), HasIPA(0), Usage(1)
Form(''FORCEFULLY''), HasIPA(1), Usage(1)
Form(''SEARCHINGLY''), HasIPA(0), Usage(1)
Form(''ANATHEMATIZING''), HasIPA(0), Usage(1)
Form(''ABREAST''), HasIPA(1), Usage(1)
Form(''TWINGE''), HasIPA(1), Usage(1)
Form(''TILTING''), HasIPA(1), Usage(1)
Form(''THWARTED''), HasIPA(1), Usage(1)
Form(''PLAYMATE''), HasIPA(1), Usage(1)
Form(''SINUOUSLY''), HasIPA(0), Usage(1)
Form(''APPREHENDED''), HasIPA(1), Usage(1)
Form(''ARMAMENT''), HasIPA(1), Usage(1)
Form(''CUMBERSOME''), HasIPA(1), Usage(1)
Form(''ENTANGLING''), HasIPA(1), Usage(1)
Form(''THROWER''), HasIPA(1), Usage(1)
Form(''TAUTENED''), HasIPA(0), Usage(1)
Form(''ROPER''), HasIPA(1), Usage(1)
Form(''WHERESOEVER''), HasIPA(0), Usage(1)
Form(''UNFALTERINGLY''), HasIPA(0), Usage(1)
Form(''REPLENISHING''), HasIPA(1), Usage(1)
Form(''UNIFORMS''), HasIPA(1), Usage(1)
Form(''SPRAINED''), HasIPA(1), Usage(1)
Form(''SPEAKER'S''), HasIPA(1), Usage(1)
Form(''SPRAIN''), HasIPA(1), Usage(1)
Form(''PAYED''), HasIPA(0), Usage(1)
Form(''INDICATIONS''), HasIPA(1), Usage(1)
Form(''REBELLED''), HasIPA(1), Usage(1)
Form(''PARTY'S''), HasIPA(1), Usage(1)
Form(''OUTDISTANCING''), HasIPA(1), Usage(1)
Form(''TANTALIZINGLY''), HasIPA(1), Usage(1)
Form(''ELUDING''), HasIPA(1), Usage(1)
Form(''ASTIR''), HasIPA(0), Usage(1)
Form(''LEASTWISE''), HasIPA(0), Usage(1)
Form(''PARTICIPANT''), HasIPA(1), Usage(1)
Form(''ASSAILANT''), HasIPA(1), Usage(1)
Form(''CELERITY''), HasIPA(0), Usage(1)
Form(''DOMINANT''), HasIPA(1), Usage(1)
Form(''GOSSIPERS''), HasIPA(1), Usage(1)
Form(''HEARSAY''), HasIPA(1), Usage(1)
Form(''IRE''), HasIPA(1), Usage(1)
Form(''NEFARIOUS''), HasIPA(1), Usage(1)
Form(''HOST'S''), HasIPA(1), Usage(1)
Form(''RUMORED''), HasIPA(1), Usage(1)
Form(''MALTREATED''), HasIPA(1), Usage(1)
Form(''IMAGININGS''), HasIPA(0), Usage(1)
Form(''WRONGING''), HasIPA(0), Usage(1)
Form(''AFFIRMATIVELY''), HasIPA(1), Usage(1)
Form(''REVENGING''), HasIPA(0), Usage(1)
Form(''TRIMLY''), HasIPA(0), Usage(1)
Form(''POTTAGE''), HasIPA(0), Usage(1)
Form(''IRREPARABLE''), HasIPA(1), Usage(1)
Form(''TRANSFIGURED''), HasIPA(0), Usage(1)
Form(''SANCTIFIED''), HasIPA(0), Usage(1)
Form(''SPRITE''), HasIPA(1), Usage(1)
Form(''FATEFUL''), HasIPA(1), Usage(1)
Form(''GRAVEN''), HasIPA(1), Usage(1)
Form(''PERFIDIOUS''), HasIPA(0), Usage(1)
Form(''CRUCIBLE''), HasIPA(1), Usage(1)
Form(''TRANSMUTED''), HasIPA(0), Usage(1)
Form(''UNDREAMED''), HasIPA(1), Usage(1)
Form(''BREAKFASTLESS''), HasIPA(0), Usage(1)
Form(''BEGRUDGINGLY''), HasIPA(0), Usage(1)
Form(''SORROWING''), HasIPA(0), Usage(1)
Form(''RESCUING''), HasIPA(1), Usage(1)
Form(''HAMPER''), HasIPA(1), Usage(1)
Form(''SURVIVAL''), HasIPA(1), Usage(1)
Form(''CONTAINER''), HasIPA(1), Usage(1)
Form(''CUTTINGS''), HasIPA(1), Usage(1)
Form(''RUMMAGED''), HasIPA(0), Usage(1)
Form(''BAFFLING''), HasIPA(1), Usage(1)
Form(''PERSECUTOR''), HasIPA(1), Usage(1)
Form(''HENCHMEN''), HasIPA(1), Usage(1)
Form(''PROFANELY''), HasIPA(0), Usage(1)
Form(''ISSUING''), HasIPA(1), Usage(1)
Form(''RIFLING''), HasIPA(1), Usage(1)
Form(''FORTUITOUS''), HasIPA(1), Usage(1)
Form(''PUFFING''), HasIPA(1), Usage(1)
Form(''PROTECTORS''), HasIPA(1), Usage(1)
Form(''SUICIDAL''), HasIPA(1), Usage(1)
Form(''STRATAGEM''), HasIPA(0), Usage(1)
Form(''SCOUTING''), HasIPA(1), Usage(1)
Form(''PADDLERS''), HasIPA(0), Usage(1)
Form(''REDOUBLED''), HasIPA(1), Usage(1)
Form(''OUTDISTANCE''), HasIPA(0), Usage(1)
Form(''MISSES''), HasIPA(1), Usage(1)
Form(''PROVIDENTIAL''), HasIPA(1), Usage(1)
Form(''PROW''), HasIPA(1), Usage(1)
Form(''DEVIATION''), HasIPA(1), Usage(1)
Form(''HARMLESSLY''), HasIPA(1), Usage(1)
Form(''PALL''), HasIPA(1), Usage(1)
Form(''FOP''), HasIPA(1), Usage(1)
Form(''METAMORPHOSIS''), HasIPA(1), Usage(1)
Form(''SCREENING''), HasIPA(1), Usage(1)
Form(''DISHEVELMENT''), HasIPA(0), Usage(1)
Form(''ADMITTING''), HasIPA(1), Usage(1)
Form(''PADDLER''), HasIPA(0), Usage(1)
Form(''DOGGEDLY''), HasIPA(1), Usage(1)
Form(''PROFANE''), HasIPA(1), Usage(1)
Form(''TRANSGRESSORS''), HasIPA(0), Usage(1)
Form(''CONSPIRED''), HasIPA(1), Usage(1)
Form(''NBEEDA''), HasIPA(0), Usage(1)
Form(''APPROPRIATING''), HasIPA(1), Usage(1)
Form(''BRUTALIZED''), HasIPA(1), Usage(1)
Form(''TORTURING''), HasIPA(1), Usage(1)
Form(''FLAWLESS''), HasIPA(1), Usage(1)
Form(''ADONIS''), HasIPA(0), Usage(1)
Form(''TROUPE''), HasIPA(1), Usage(1)
Form(''FURTHERED''), HasIPA(1), Usage(1)
Form(''MIGHTIER''), HasIPA(1), Usage(1)
Form(''PORTALS''), HasIPA(1), Usage(1)
Form(''FUGITIVE'S''), HasIPA(0), Usage(1)
Form(''VENOMOUSLY''), HasIPA(0), Usage(1)
Form(''GINGERLY''), HasIPA(1), Usage(1)
Form(''BLEED''), HasIPA(1), Usage(1)
Form(''UMBRAGE''), HasIPA(1), Usage(1)
Form(''FIBER''), HasIPA(1), Usage(1)
Form(''PURGED''), HasIPA(1), Usage(1)
Form(''ATONE''), HasIPA(1), Usage(1)
Form(''GALVANIZED''), HasIPA(1), Usage(1)
Form(''SWIRL''), HasIPA(1), Usage(1)
Form(''WANE''), HasIPA(1), Usage(1)
Form(''STOCKADED''), HasIPA(0), Usage(1)
Form(''CLAMBER''), HasIPA(1), Usage(1)
Form(''CROCODILE'S''), HasIPA(0), Usage(1)
Form(''LUGGED''), HasIPA(0), Usage(1)
Form(''DANGO''), HasIPA(1), Usage(1)
Form(''APPELLATIONS''), HasIPA(1), Usage(1)
Form(''CANTEEN''), HasIPA(1), Usage(1)
Form(''WINCED''), HasIPA(1), Usage(1)
Form(''SHRUG''), HasIPA(1), Usage(1)
Form(''RENEGADES''), HasIPA(1), Usage(1)
Form(''DISARMED''), HasIPA(1), Usage(1)
Form(''AMPHIBIAN''), HasIPA(1), Usage(1)
Form(''CREDULOUS''), HasIPA(0), Usage(1)
Form(''COMPUNCTIONS''), HasIPA(0), Usage(1)
Form(''EYESIGHT''), HasIPA(1), Usage(1)
Form(''FORGIVES''), HasIPA(1), Usage(1)
Form(''DEMONIACAL''), HasIPA(0), Usage(1)
Form(''GLOWERED''), HasIPA(1), Usage(1)
Form(''ABDUCTED''), HasIPA(1), Usage(1)
Form(''TOKEN''), HasIPA(1), Usage(1)
Form(''COMPLY''), HasIPA(1), Usage(1)
Form(''DICTATING''), HasIPA(1), Usage(1)
Form(''RASCAL''), HasIPA(1), Usage(1)
Form(''KINSMAN''), HasIPA(1), Usage(1)
Form(''STRENUOUSLY''), HasIPA(1), Usage(1)
Form(''STENCH''), HasIPA(1), Usage(1)
Form(''SUPERHUMAN''), HasIPA(1), Usage(1)
Form(''SCUFFLE''), HasIPA(1), Usage(1)
Form(''DEFENSES''), HasIPA(1), Usage(1)
Form(''PALLET''), HasIPA(1), Usage(1)
Form(''SOLILOQUIZED''), HasIPA(0), Usage(1)
Form(''HALFCASTE''), HasIPA(0), Usage(1)
Form(''ANTAGONIST'S''), HasIPA(0), Usage(1)
Form(''COMER''), HasIPA(1), Usage(1)
Form(''GRATIFY''), HasIPA(1), Usage(1)
Form(''HAFT''), HasIPA(1), Usage(1)
Form(''OFTTIMES''), HasIPA(0), Usage(1)
Form(''WINCE''), HasIPA(1), Usage(1)
Form(''CAD''), HasIPA(1), Usage(1)
Form(''INFERIORS''), HasIPA(0), Usage(1)
Form(''DISLOYALTY''), HasIPA(1), Usage(1)
Form(''HANGINGS''), HasIPA(1), Usage(1)
Form(''PANDEMONIUM''), HasIPA(1), Usage(1)
Form(''HELTER''), HasIPA(1), Usage(1)
Form(''SKELTER''), HasIPA(1), Usage(1)
Form(''TERRORIZED''), HasIPA(1), Usage(1)
Form(''TETHERS''), HasIPA(1), Usage(1)
Form(''BRIDLES''), HasIPA(0), Usage(1)
Form(''DESIGNATED''), HasIPA(1), Usage(1)
Form(''MOUNT'S''), HasIPA(0), Usage(1)
Form(''HARDIHOOD''), HasIPA(0), Usage(1)
Form(''MUSCLED''), HasIPA(1), Usage(1)
Form(''CAVALCADE''), HasIPA(1), Usage(1)
Form(''UPBRAIDED''), HasIPA(1), Usage(1)
Form(''PLACATE''), HasIPA(1), Usage(1)
Form(''HARMING''), HasIPA(1), Usage(1)
Form(''CIRCUMVENT''), HasIPA(1), Usage(1)
Form(''GUARDIANSHIP''), HasIPA(1), Usage(1)
Form(''ENSURE''), HasIPA(1), Usage(1)
Form(''GORING''), HasIPA(1), Usage(1)
Form(''UNRECOGNIZABLE''), HasIPA(1), Usage(1)
Form(''DOCILELY''), HasIPA(0), Usage(1)
Form(''FORGETFULNESS''), HasIPA(0), Usage(1)
Form(''MAYHAP''), HasIPA(0), Usage(1)
Form(''CHOKINGLY''), HasIPA(0), Usage(1)
Form(''PLEADINGLY''), HasIPA(0), Usage(1)
Form(''WADDLING''), HasIPA(0), Usage(1)
Form(''SHRIEKS''), HasIPA(1), Usage(1)
Form(''VYING''), HasIPA(1), Usage(1)
Form(''ERASING''), HasIPA(1), Usage(1)
Form(''BEREFT''), HasIPA(1), Usage(1)
Form(''ATONED''), HasIPA(0), Usage(1)
Form(''CADRENET''), HasIPA(0), Usage(1)
Form(''NOSED''), HasIPA(1), Usage(1)
Form(''ALGERIA''), HasIPA(1), Usage(1)
Form(''ORGANIZING''), HasIPA(1), Usage(1)
Form(''CUPIDITY''), HasIPA(0), Usage(1)
Form(''FOISTING''), HasIPA(0), Usage(1)
Form(''IMPOSTER''), HasIPA(1), Usage(1)
Form(''WARRIOR'S''), HasIPA(0), Usage(1)
Form(''CHAGRIN''), HasIPA(1), Usage(1)
Form(''SANDBURG''), HasIPA(1), Usage(1)
Form(''WANTON''), HasIPA(1), Usage(1)
Form(''MOCKER''), HasIPA(0), Usage(1)
Form(''POSEUR''), HasIPA(0), Usage(1)
Form(''KEATS''), HasIPA(1), Usage(1)
Form(''OUTRAGED''), HasIPA(1), Usage(1)
Form(''ADMIRES''), HasIPA(1), Usage(1)
Form(''RECOGNIZES''), HasIPA(1), Usage(1)
Form(''JOURNALIST''), HasIPA(1), Usage(1)
Form(''TECHNICIAN''), HasIPA(1), Usage(1)
Form(''BIOGRAPHICAL''), HasIPA(1), Usage(1)
Form(''DILATE''), HasIPA(1), Usage(1)
Form(''CITATIONS''), HasIPA(1), Usage(1)
Form(''SUPERVISE''), HasIPA(1), Usage(1)
Form(''TRITE''), HasIPA(1), Usage(1)
Form(''MINSTREL''), HasIPA(1), Usage(1)
Form(''UNSEIZABLE''), HasIPA(0), Usage(1)
Form(''ELKIN''), HasIPA(1), Usage(1)
Form(''YEATS'''), HasIPA(0), Usage(1)
Form(''RHYMERS'''), HasIPA(0), Usage(1)
Form(''EASTAWAY''), HasIPA(0), Usage(1)
Form(''EDITORSHIP''), HasIPA(1), Usage(1)
Form(''VERSIFIERS''), HasIPA(0), Usage(1)
Form(''USEFULLY''), HasIPA(1), Usage(1)
Form(''DOMINATES''), HasIPA(1), Usage(1)
Form(''IDYLL''), HasIPA(1), Usage(1)
Form(''GLAUCUS''), HasIPA(0), Usage(1)
Form(''INFECTIOUS''), HasIPA(1), Usage(1)
Form(''ANAPAESTS''), HasIPA(0), Usage(1)
Form(''REVERBERANT''), HasIPA(0), Usage(1)
Form(''DACTYL''), HasIPA(0), Usage(1)
Form(''DISCORD''), HasIPA(1), Usage(1)
Form(''BAFFLES''), HasIPA(1), Usage(1)
Form(''ARCHAIC''), HasIPA(1), Usage(1)
Form(''SCORNING''), HasIPA(0), Usage(1)
Form(''INTENSIVE''), HasIPA(1), Usage(1)
Form(''ERUDITION''), HasIPA(1), Usage(1)
Form(''ARCHAEOLOGY''), HasIPA(1), Usage(1)
Form(''VERB''), HasIPA(1), Usage(1)
Form(''FREIBURG''), HasIPA(0), Usage(1)
Form(''LOPE''), HasIPA(1), Usage(1)
Form(''VEGA''), HasIPA(1), Usage(1)
Form(''PROFESSORIAL''), HasIPA(1), Usage(1)
Form(''DEADNESS''), HasIPA(0), Usage(1)
Form(''SUPERSATURATED''), HasIPA(0), Usage(1)
Form(''ARTHURIAN''), HasIPA(1), Usage(1)
Form(''MALORY''), HasIPA(0), Usage(1)
Form(''IDYLLS''), HasIPA(0), Usage(1)
Form(''PARODY''), HasIPA(1), Usage(1)
Form(''RETOLD''), HasIPA(0), Usage(1)
Form(''TENNYSON''), HasIPA(1), Usage(1)
Form(''FOOTNOTES''), HasIPA(1), Usage(1)
Form(''SUPERCILIOUSNESS''), HasIPA(0), Usage(1)
Form(''UNINSTRUCTED''), HasIPA(0), Usage(1)
Form(''ATYS''), HasIPA(0), Usage(1)
Form(''BERTRAND''), HasIPA(1), Usage(1)
Form(''CHATTERTON''), HasIPA(1), Usage(1)
Form(''FRAISNE''), HasIPA(0), Usage(1)
Form(''ELLUM''), HasIPA(0), Usage(1)
Form(''MESMERISM''), HasIPA(1), Usage(1)
Form(''CINO''), HasIPA(1), Usage(1)
Form(''FAMAM''), HasIPA(0), Usage(1)
Form(''LIBROSQUE''), HasIPA(0), Usage(1)
Form(''CANO''), HasIPA(1), Usage(1)
Form(''TIRELESSLY''), HasIPA(1), Usage(1)
Form(''METRIC''), HasIPA(1), Usage(1)
Form(''BOSSCHERE''), HasIPA(0), Usage(1)
Form(''DAMASK''), HasIPA(1), Usage(1)
Form(''LITANY''), HasIPA(1), Usage(1)
Form(''GIVEST''), HasIPA(0), Usage(1)
Form(''COMETH''), HasIPA(1), Usage(1)
Form(''REPAYEST''), HasIPA(0), Usage(1)
Form(''UNLEASHED''), HasIPA(1), Usage(1)
Form(''GENSERET''), HasIPA(0), Usage(1)
Form(''TWEY''), HasIPA(0), Usage(1)
Form(''SIN'''), HasIPA(0), Usage(1)
Form(''ALTAFORTE''), HasIPA(0), Usage(1)
Form(''SESTINA''), HasIPA(0), Usage(1)
Form(''STINKS''), HasIPA(1), Usage(1)
Form(''WHORESON''), HasIPA(0), Usage(1)
Form(''PAPIOLS''), HasIPA(0), Usage(1)
Form(''VAIR''), HasIPA(0), Usage(1)
Form(''LIGHTNINGS''), HasIPA(1), Usage(1)
Form(''RIVEN''), HasIPA(1), Usage(1)
Form(''INTRICACY''), HasIPA(1), Usage(1)
Form(''CANZON''), HasIPA(0), Usage(1)
Form(''LYRIC''), HasIPA(1), Usage(1)
Form(''ARNOLD''), HasIPA(1), Usage(1)
Form(''DICTUM''), HasIPA(1), Usage(1)
Form(''PATER''), HasIPA(1), Usage(1)
Form(''RESONANT''), HasIPA(1), Usage(1)
Form(''MOSSINESS''), HasIPA(0), Usage(1)
Form(''TROWETH''), HasIPA(0), Usage(1)
Form(''LAUD''), HasIPA(1), Usage(1)
Form(''INTERLACES''), HasIPA(0), Usage(1)
Form(''TUNEFUL''), HasIPA(1), Usage(1)
Form(''APPENDS''), HasIPA(0), Usage(1)
Form(''PIERE''), HasIPA(0), Usage(1)
Form(''VIDAL'S''), HasIPA(0), Usage(1)
Form(''L'ALEN''), HasIPA(0), Usage(1)
Form(''TIR''), HasIPA(0), Usage(1)
Form(''VAS''), HasIPA(0), Usage(1)
Form(''L'AIRE''), HasIPA(0), Usage(1)
Form(''ARCHAISMS''), HasIPA(0), Usage(1)
Form(''ODDITIES''), HasIPA(1), Usage(1)
Form(''LOTOS''), HasIPA(0), Usage(1)
