---------CORE WORDS--------- 
Form(''I''), HasIPA(1), Usage(10294 )
Form(''COOKSHOP''), HasIPA(0), Usage(2 )
Form(''BOKHARIOT''), HasIPA(0), Usage(2 )
Form(''BALTIS''), HasIPA(0), Usage(4 )
Form(''BALTI''), HasIPA(0), Usage(3 )
Form(''FAWNED''), HasIPA(0), Usage(2 )
Form(''BESOUGHT''), HasIPA(0), Usage(2 )
Form(''CLOISTER''), HasIPA(1), Usage(3 )
Form(''UM''), HasIPA(1), Usage(2 )
Form(''MUSSALMAN''), HasIPA(0), Usage(4 )
Form(''WAGGED''), HasIPA(1), Usage(3 )
Form(''AFLAME''), HasIPA(1), Usage(4 )
Form(''LARGESSE''), HasIPA(1), Usage(3 )
Form(''STALLS''), HasIPA(1), Usage(3 )
Form(''REGISTERED''), HasIPA(1), Usage(2 )
Form(''CONFEDERATED''), HasIPA(0), Usage(2 )
Form(''CONFEDERATE''), HasIPA(1), Usage(2 )
Form(''KINGS'''), HasIPA(1), Usage(2 )
Form(''RULER''), HasIPA(1), Usage(3 )
Form(''ORIENTAL'S''), HasIPA(0), Usage(2 )
Form(''UNFINISHED''), HasIPA(1), Usage(3 )
Form(''OSTENTATIOUS''), HasIPA(1), Usage(2 )
Form(''SORROWFUL''), HasIPA(1), Usage(4 )
Form(''TRANSLATING''), HasIPA(1), Usage(2 )
Form(''WIRED''), HasIPA(1), Usage(2 )
Form(''MUDDIED''), HasIPA(1), Usage(2 )
Form(''KASHMIRI''), HasIPA(1), Usage(2 )
Form(''WAYLAID''), HasIPA(1), Usage(2 )
Form(''INTOXICATION''), HasIPA(1), Usage(3 )
Form(''CELEBRATING''), HasIPA(1), Usage(2 )
Form(''SCORNFULLY''), HasIPA(0), Usage(4 )
Form(''SNORING''), HasIPA(1), Usage(3 )
Form(''SIKANDAR''), HasIPA(0), Usage(4 )
Form(''FARRUKH''), HasIPA(0), Usage(2 )
Form(''SHAH''), HasIPA(1), Usage(2 )
Form(''ENSNARE''), HasIPA(1), Usage(2 )
Form(''PHEW''), HasIPA(1), Usage(2 )
Form(''SWASHBUCKLER''), HasIPA(0), Usage(2 )
Form(''ASIATICS''), HasIPA(0), Usage(3 )
Form(''COPER''), HasIPA(0), Usage(2 )
Form(''COCKCROW''), HasIPA(0), Usage(3 )
Form(''DEFTLY''), HasIPA(1), Usage(3 )
Form(''CHOOR''), HasIPA(0), Usage(2 )
Form(''KAMAKURA''), HasIPA(0), Usage(2 )
Form(''ECHOING''), HasIPA(1), Usage(2 )
Form(''GLIMMER''), HasIPA(1), Usage(4 )
Form(''TICKETS''), HasIPA(1), Usage(4 )
Form(''REGULATED''), HasIPA(1), Usage(2 )
Form(''PETULANTLY''), HasIPA(0), Usage(4 )
Form(''SHOUTINGS''), HasIPA(0), Usage(2 )
Form(''VENDORS''), HasIPA(1), Usage(3 )
Form(''POLICEMEN''), HasIPA(1), Usage(2 )
Form(''MIR''), HasIPA(1), Usage(2 )
Form(''JIBBED''), HasIPA(0), Usage(2 )
Form(''UNBORN''), HasIPA(1), Usage(2 )
Form(''DOGRA''), HasIPA(0), Usage(4 )
Form(''SUPPLICATION''), HasIPA(0), Usage(4 )
Form(''HANDING''), HasIPA(1), Usage(2 )
Form(''JUGGLERS''), HasIPA(1), Usage(3 )
Form(''LOODHIANA''), HasIPA(0), Usage(4 )
Form(''SONOROUSLY''), HasIPA(0), Usage(2 )
Form(''NAIK''), HasIPA(1), Usage(2 )
Form(''TITTERED''), HasIPA(0), Usage(3 )
Form(''MALIGNANTLY''), HasIPA(0), Usage(3 )
Form(''SIRKAR''), HasIPA(0), Usage(2 )
Form(''BROTHERHOOD''), HasIPA(1), Usage(3 )
Form(''PIRZAI''), HasIPA(0), Usage(2 )
Form(''KOTAL''), HasIPA(0), Usage(2 )
Form(''ACQUITTED''), HasIPA(1), Usage(2 )
Form(''HOMELESS''), HasIPA(1), Usage(3 )
Form(''JEHANNUM''), HasIPA(0), Usage(3 )
Form(''PROP''), HasIPA(1), Usage(2 )
Form(''SPECIALLY''), HasIPA(1), Usage(4 )
Form(''TIKKUT''), HasIPA(0), Usage(4 )
Form(''NUN''), HasIPA(1), Usage(4 )
Form(''NUNS''), HasIPA(1), Usage(2 )
Form(''FLINCHED''), HasIPA(1), Usage(3 )
Form(''COULDST''), HasIPA(0), Usage(2 )
Form(''DRILY''), HasIPA(0), Usage(2 )
Form(''TRAVELLERS'''), HasIPA(0), Usage(2 )
Form(''DRONED''), HasIPA(1), Usage(3 )
Form(''TEXTS''), HasIPA(1), Usage(4 )
Form(''TOLERANT''), HasIPA(1), Usage(2 )
Form(''BABBLERS''), HasIPA(1), Usage(2 )
Form('''THERE''), HasIPA(0), Usage(4 )
Form(''SPAKE''), HasIPA(1), Usage(2 )
Form(''TANK''), HasIPA(1), Usage(2 )
Form(''JESTINGLY''), HasIPA(0), Usage(2 )
Form(''OM''), HasIPA(0), Usage(3 )
Form(''PUDME''), HasIPA(0), Usage(3 )
Form(''IRK''), HasIPA(1), Usage(2 )
Form(''OVERPASSED''), HasIPA(0), Usage(2 )
Form(''CHEWING''), HasIPA(1), Usage(4 )
Form(''INDICATING''), HasIPA(1), Usage(4 )
Form(''BENEDICTION''), HasIPA(1), Usage(4 )
Form(''WASTRELS''), HasIPA(0), Usage(2 )
Form(''CANTONMENTS''), HasIPA(0), Usage(3 )
Form(''VICTUAL''), HasIPA(0), Usage(2 )
Form(''GROOM''), HasIPA(1), Usage(3 )
Form(''HAH''), HasIPA(1), Usage(3 )
Form(''GARDENER''), HasIPA(1), Usage(4 )
Form(''TROOPERS''), HasIPA(1), Usage(3 )
Form(''LANDAU''), HasIPA(1), Usage(2 )
Form(''HONOURS''), HasIPA(0), Usage(3 )
Form(''MACKLIN''), HasIPA(1), Usage(2 )
Form(''PINDI''), HasIPA(0), Usage(3 )
Form(''CODE''), HasIPA(1), Usage(2 )
Form(''SCULLIONS''), HasIPA(0), Usage(2 )
Form(''AIE''), HasIPA(0), Usage(2 )
Form(''JANG''), HasIPA(1), Usage(2 )
Form(''COCOANUT''), HasIPA(0), Usage(2 )
Form(''HOROSCOPES''), HasIPA(1), Usage(2 )
Form(''NATIVITIES''), HasIPA(0), Usage(3 )
Form(''PLANETS''), HasIPA(1), Usage(2 )
Form(''UNREBUKED''), HasIPA(0), Usage(2 )
Form(''LANDSLIPS''), HasIPA(0), Usage(2 )
Form(''SAPPHIRES''), HasIPA(0), Usage(2 )
Form(''SAYEST''), HasIPA(0), Usage(3 )
Form(''FORBORE''), HasIPA(0), Usage(2 )
Form(''HM''), HasIPA(0), Usage(3 )
Form(''RUNG''), HasIPA(1), Usage(4 )
Form(''IMPOLITE''), HasIPA(1), Usage(2 )
Form(''INTEMPERATE''), HasIPA(1), Usage(2 )
Form(''UNBLESSED''), HasIPA(0), Usage(2 )
Form(''APOLOGETICALLY''), HasIPA(1), Usage(3 )
Form(''AFFABLE''), HasIPA(1), Usage(2 )
Form(''DELIVERANCE''), HasIPA(1), Usage(4 )
Form(''HOOF''), HasIPA(1), Usage(2 )
Form(''STREAK''), HasIPA(1), Usage(4 )
Form(''HISSED''), HasIPA(1), Usage(2 )
Form(''POISED''), HasIPA(1), Usage(4 )
Form(''COILS''), HasIPA(1), Usage(3 )
Form(''NOONDAY''), HasIPA(0), Usage(3 )
Form(''UNSWERVING''), HasIPA(1), Usage(2 )
Form(''VENTURESOME''), HasIPA(1), Usage(2 )
Form(''BEDSTEAD''), HasIPA(0), Usage(2 )
Form(''CUD''), HasIPA(0), Usage(3 )
Form(''PRAYAG''), HasIPA(0), Usage(2 )
Form(''OVERPASSES''), HasIPA(1), Usage(3 )
Form(''CHANT''), HasIPA(1), Usage(2 )
Form(''SEEST''), HasIPA(0), Usage(4 )
Form(''CRACKLING''), HasIPA(1), Usage(2 )
Form(''ASTROLOGER''), HasIPA(1), Usage(2 )
Form(''GRAYBEARDS''), HasIPA(1), Usage(3 )
Form(''POMPOUSLY''), HasIPA(0), Usage(3 )
Form(''STRUTTING''), HasIPA(1), Usage(4 )
Form(''IMPOVERISHED''), HasIPA(1), Usage(2 )
Form(''RAMROD''), HasIPA(1), Usage(3 )
Form(''SNUFFING''), HasIPA(1), Usage(2 )
Form(''JUGGLER''), HasIPA(1), Usage(4 )
Form(''THUNDERED''), HasIPA(1), Usage(3 )
Form(''PICE''), HasIPA(0), Usage(3 )
Form(''UNDERLINGS''), HasIPA(1), Usage(2 )
Form(''GOINGS''), HasIPA(1), Usage(4 )
Form(''ARMPIT''), HasIPA(1), Usage(4 )
Form(''STORK''), HasIPA(1), Usage(3 )
Form(''QUAVERING''), HasIPA(0), Usage(2 )
Form(''LEWD''), HasIPA(1), Usage(4 )
Form(''SAFEGUARD''), HasIPA(1), Usage(3 )
Form(''RECOMPENSE''), HasIPA(1), Usage(4 )
Form(''HIMALAYAS''), HasIPA(1), Usage(4 )
Form(''SHRINE''), HasIPA(1), Usage(3 )
Form(''SUNDOWN''), HasIPA(1), Usage(3 )
Form(''HEREABOUT''), HasIPA(1), Usage(3 )
Form(''REMEDY''), HasIPA(1), Usage(4 )
Form(''MEM''), HasIPA(0), Usage(2 )
Form(''WOW''), HasIPA(1), Usage(2 )
Form('''GIVE''), HasIPA(0), Usage(2 )
Form(''KIN''), HasIPA(1), Usage(3 )
Form(''SKIRMISHES''), HasIPA(1), Usage(2 )
Form(''MEDAL''), HasIPA(1), Usage(2 )
Form(''CLASPS''), HasIPA(0), Usage(2 )
Form(''PESTERED''), HasIPA(1), Usage(2 )
Form(''PESTER''), HasIPA(1), Usage(3 )
Form(''BELLOWINGS''), HasIPA(0), Usage(2 )
Form(''LANCE''), HasIPA(1), Usage(2 )
Form(''RESSALDAR''), HasIPA(0), Usage(3 )
Form(''MAJORS''), HasIPA(1), Usage(2 )
Form(''GAMBLERS''), HasIPA(1), Usage(2 )
Form(''DRONE''), HasIPA(1), Usage(2 )
Form(''IMPRESSIVELY''), HasIPA(1), Usage(3 )
Form(''SCOLDING''), HasIPA(1), Usage(3 )
Form(''PRINCELING''), HasIPA(0), Usage(3 )
Form(''MILLET''), HasIPA(1), Usage(2 )
Form(''CAPERED''), HasIPA(0), Usage(2 )
Form(''NIKAL''), HasIPA(0), Usage(4 )
Form(''SEYN''), HasIPA(0), Usage(4 )
Form(''TOPE''), HasIPA(1), Usage(4 )
Form(''LANCES''), HasIPA(0), Usage(3 )
Form(''QUAVERED''), HasIPA(0), Usage(3 )
Form(''INDIA'S''), HasIPA(1), Usage(2 )
Form(''HINDUSTAN''), HasIPA(1), Usage(4 )
Form(''WINCING''), HasIPA(1), Usage(2 )
Form(''SACKS''), HasIPA(1), Usage(2 )
Form(''JADY''), HasIPA(0), Usage(3 )
Form(''PLUCKING''), HasIPA(1), Usage(2 )
Form(''CAPS''), HasIPA(1), Usage(2 )
Form(''DOLE''), HasIPA(1), Usage(3 )
Form(''FOLLOWER''), HasIPA(1), Usage(3 )
Form(''PIPED''), HasIPA(1), Usage(3 )
Form(''SLOUCHED''), HasIPA(0), Usage(3 )
Form(''FURTIVE''), HasIPA(1), Usage(2 )
Form(''JOG''), HasIPA(1), Usage(2 )
Form(''IRONS''), HasIPA(1), Usage(3 )
Form(''BETTERS''), HasIPA(1), Usage(3 )
Form(''SELLERS''), HasIPA(1), Usage(2 )
Form(''CREEDS''), HasIPA(1), Usage(2 )
Form(''CACKLING''), HasIPA(1), Usage(3 )
Form(''TINSEL''), HasIPA(1), Usage(2 )
Form(''SNATCH''), HasIPA(1), Usage(3 )
Form(''STROLLING''), HasIPA(1), Usage(3 )
Form(''HASTENING''), HasIPA(1), Usage(2 )
Form(''AXLES''), HasIPA(1), Usage(2 )
Form(''TWOS''), HasIPA(1), Usage(2 )
Form(''THREES''), HasIPA(1), Usage(3 )
Form(''SPOKES''), HasIPA(1), Usage(3 )
Form(''SCUFFLINGS''), HasIPA(0), Usage(2 )
Form(''WHEATEN''), HasIPA(1), Usage(2 )
Form(''TWEEZERS''), HasIPA(1), Usage(4 )
Form(''WOMENFOLK''), HasIPA(0), Usage(2 )
Form(''FOREFATHERS''), HasIPA(1), Usage(4 )
Form(''GATHERINGS''), HasIPA(1), Usage(2 )
Form(''NOMINAL''), HasIPA(1), Usage(2 )
Form(''RUTH''), HasIPA(1), Usage(3 )
Form(''CACKLE''), HasIPA(1), Usage(3 )
Form(''DUFFLE''), HasIPA(0), Usage(4 )
Form(''KANGRA''), HasIPA(0), Usage(2 )
Form(''WEDDED''), HasIPA(1), Usage(2 )
Form(''CONSCIENTIOUS''), HasIPA(1), Usage(2 )
Form(''COWERS''), HasIPA(0), Usage(2 )
Form(''METTLE''), HasIPA(1), Usage(2 )
Form(''CONTEMPTUOUSLY''), HasIPA(1), Usage(4 )
Form(''LAWFUL''), HasIPA(1), Usage(2 )
Form(''RAJPUT''), HasIPA(0), Usage(3 )
Form(''OUDH''), HasIPA(0), Usage(3 )
Form(''EXTRAVAGANT''), HasIPA(1), Usage(3 )
Form(''SHOULDST''), HasIPA(0), Usage(2 )
Form(''GADDING''), HasIPA(1), Usage(2 )
Form(''SCUM''), HasIPA(1), Usage(2 )
Form(''PETITION''), HasIPA(1), Usage(2 )
Form(''SALAAMED''), HasIPA(0), Usage(3 )
Form(''PROPITIATED''), HasIPA(0), Usage(3 )
Form(''ROGUE''), HasIPA(1), Usage(4 )
Form(''COUGH''), HasIPA(1), Usage(3 )
Form(''DISCREETLY''), HasIPA(1), Usage(2 )
Form(''EARTHWARD''), HasIPA(0), Usage(3 )
Form(''DRAWLED''), HasIPA(1), Usage(3 )
Form(''CHIRRUPED''), HasIPA(0), Usage(2 )
Form(''SOURLY''), HasIPA(0), Usage(3 )
Form(''SOOTHING''), HasIPA(1), Usage(4 )
Form(''GURGLING''), HasIPA(1), Usage(4 )
Form(''HOOKAHS''), HasIPA(0), Usage(2 )
Form(''GRANDCHILDREN''), HasIPA(1), Usage(2 )
Form(''BUSTLING''), HasIPA(1), Usage(3 )
Form(''EARSHOT''), HasIPA(1), Usage(3 )
Form(''RESPECTFULLY''), HasIPA(1), Usage(2 )
Form(''SCREECH''), HasIPA(1), Usage(4 )
Form(''YAI''), HasIPA(0), Usage(2 )
Form(''TRUTHFULLY''), HasIPA(1), Usage(3 )
Form(''SHABASH''), HasIPA(0), Usage(4 )
Form(''PROPRIETIES''), HasIPA(0), Usage(2 )
Form(''SALLOWISH''), HasIPA(0), Usage(2 )
Form(''PAHAREEN''), HasIPA(0), Usage(2 )
Form(''HILLWOMAN''), HasIPA(0), Usage(3 )
Form(''DISPENSER''), HasIPA(1), Usage(2 )
Form(''JUDICIAL''), HasIPA(1), Usage(2 )
Form(''DEVOTIONAL''), HasIPA(1), Usage(3 )
Form(''HENCEFORWARD''), HasIPA(0), Usage(2 )
Form(''COMPOSERS''), HasIPA(1), Usage(2 )
Form(''MANGOES''), HasIPA(1), Usage(3 )
Form(''SPECULATED''), HasIPA(1), Usage(2 )
Form(''GRANDSONS''), HasIPA(1), Usage(4 )
Form(''FATTED''), HasIPA(0), Usage(2 )
Form(''HUSKS''), HasIPA(1), Usage(2 )
Form(''SCORNFUL''), HasIPA(1), Usage(2 )
Form(''MEDITATE''), HasIPA(1), Usage(4 )
Form(''SHEEN''), HasIPA(1), Usage(4 )
Form(''MELLOWED''), HasIPA(1), Usage(3 )
Form(''SHOVE''), HasIPA(1), Usage(2 )
Form(''FIXEDLY''), HasIPA(0), Usage(3 )
Form(''CONDESCENSION''), HasIPA(1), Usage(2 )
Form(''MULLIGAN''), HasIPA(1), Usage(2 )
Form(''FIFES''), HasIPA(0), Usage(4 )
Form(''SWEETLY''), HasIPA(1), Usage(3 )
Form(''JINGLING''), HasIPA(0), Usage(2 )
Form(''SEASONED''), HasIPA(1), Usage(2 )
Form(''CLUCKED''), HasIPA(0), Usage(3 )
Form(''THOROUGH''), HasIPA(1), Usage(4 )
Form(''NUISANCE''), HasIPA(1), Usage(3 )
Form(''CRAMMED''), HasIPA(1), Usage(2 )
Form(''UNDERCURRENT''), HasIPA(1), Usage(2 )
Form(''ARTHUR''), HasIPA(1), Usage(2 )
Form(''TOTEM''), HasIPA(1), Usage(2 )
Form(''INCURABLE''), HasIPA(1), Usage(3 )
Form(''MALLUM''), HasIPA(0), Usage(2 )
Form(''DUCKED''), HasIPA(1), Usage(2 )
Form(''SCAPULAR''), HasIPA(0), Usage(2 )
Form(''TERRIER''), HasIPA(1), Usage(2 )
Form(''THIEVE''), HasIPA(0), Usage(3 )
Form(''RISHTI''), HasIPA(0), Usage(3 )
Form(''PUKKA''), HasIPA(0), Usage(4 )
Form(''UNSUSPICIOUS''), HasIPA(0), Usage(2 )
Form(''MASON''), HasIPA(1), Usage(4 )
Form(''EURASIAN''), HasIPA(1), Usage(4 )
Form(''NETTLED''), HasIPA(1), Usage(2 )
Form(''AMPLIFICATIONS''), HasIPA(1), Usage(3 )
Form(''BLASPHEMY''), HasIPA(1), Usage(2 )
Form(''KISMET''), HasIPA(1), Usage(4 )
Form(''MESOPOTAMIA''), HasIPA(1), Usage(4 )
Form(''QUIETT''), HasIPA(1), Usage(3 )
Form(''MUFFLED''), HasIPA(1), Usage(2 )
Form(''SEEMLY''), HasIPA(0), Usage(2 )
Form(''BOTHERING''), HasIPA(1), Usage(2 )
Form(''CONSOLE''), HasIPA(1), Usage(2 )
Form(''PENANCE''), HasIPA(1), Usage(4 )
Form('''YOU''), HasIPA(0), Usage(2 )
Form(''FIDGETED''), HasIPA(0), Usage(2 )
Form(''OPPRESSORS''), HasIPA(1), Usage(3 )
Form(''PARTIBUS''), HasIPA(0), Usage(4 )
Form(''SLAP''), HasIPA(1), Usage(2 )
Form(''WHOOPING''), HasIPA(1), Usage(4 )
Form('''THEE''), HasIPA(0), Usage(2 )
Form(''D'YOU''), HasIPA(0), Usage(2 )
Form(''RASPED''), HasIPA(1), Usage(3 )
Form(''AMAZIN'''), HasIPA(0), Usage(2 )
Form(''CERTIFICATES''), HasIPA(1), Usage(2 )
Form(''TALKIN'''), HasIPA(1), Usage(2 )
Form(''CONSOLIN'''), HasIPA(0), Usage(2 )
Form(''PLAYMATES''), HasIPA(1), Usage(2 )
Form(''ORPIMENT''), HasIPA(1), Usage(2 )
Form(''VALDEZ''), HasIPA(1), Usage(4 )
Form(''SATAN''), HasIPA(1), Usage(2 )
Form(''BUGLES''), HasIPA(1), Usage(4 )
Form(''FAREWELLS''), HasIPA(1), Usage(2 )
Form(''STUMPED''), HasIPA(1), Usage(2 )
Form('''ERE''), HasIPA(0), Usage(3 )
Form(''FRECKLED''), HasIPA(1), Usage(3 )
Form('''OW''), HasIPA(0), Usage(2 )
Form(''UNDECEIVED''), HasIPA(0), Usage(2 )
Form(''FETTERED''), HasIPA(1), Usage(2 )
Form(''OD''), HasIPA(0), Usage(2 )
Form(''SWEEPERS''), HasIPA(1), Usage(3 )
Form(''VOLUBLY''), HasIPA(0), Usage(4 )
Form(''ABOMINABLE''), HasIPA(1), Usage(2 )
Form(''INKSTAND''), HasIPA(0), Usage(2 )
Form('''WHO''), HasIPA(0), Usage(2 )
Form(''ASKIN'''), HasIPA(0), Usage(2 )
Form(''JAGADHIR''), HasIPA(0), Usage(2 )
Form(''HONOUR'S''), HasIPA(0), Usage(3 )
Form(''APPLAUSE''), HasIPA(1), Usage(2 )
Form(''EXECUTE''), HasIPA(1), Usage(2 )
Form(''HOONDIE''), HasIPA(0), Usage(3 )
Form(''XAVIER''), HasIPA(1), Usage(4 )
Form(''UNANXIOUS''), HasIPA(0), Usage(2 )
Form(''AWFULLY''), HasIPA(1), Usage(2 )
Form(''ALLAHABAD''), HasIPA(0), Usage(2 )
Form(''TIRTHANKERS'''), HasIPA(0), Usage(4 )
Form(''ALMIGHTY'S''), HasIPA(0), Usage(2 )
Form(''WITS'''), HasIPA(0), Usage(3 )
Form(''ENLIST''), HasIPA(1), Usage(2 )
Form(''WHERE'S''), HasIPA(1), Usage(4 )
Form(''MONTH'S''), HasIPA(1), Usage(3 )
Form(''VICTOR'S''), HasIPA(1), Usage(2 )
Form(''DERIDING''), HasIPA(1), Usage(2 )
Form(''POISONING''), HasIPA(1), Usage(2 )
Form(''CRIPPLED''), HasIPA(1), Usage(2 )
Form(''STYLED''), HasIPA(1), Usage(3 )
Form(''MISLED''), HasIPA(1), Usage(2 )
Form(''CONSOLED''), HasIPA(1), Usage(2 )
Form(''ENCLOSING''), HasIPA(1), Usage(3 )
Form(''CABULI''), HasIPA(0), Usage(2 )
Form(''BETRAYAL''), HasIPA(1), Usage(3 )
Form(''HI''), HasIPA(1), Usage(3 )
Form(''REFLECTIVELY''), HasIPA(0), Usage(3 )
Form(''FRYING''), HasIPA(1), Usage(3 )
Form(''VISTA''), HasIPA(1), Usage(4 )
Form(''IMPLORINGLY''), HasIPA(0), Usage(2 )
Form(''CHEERILY''), HasIPA(0), Usage(4 )
Form(''IMPASSIVE''), HasIPA(1), Usage(4 )
Form(''PIE''), HasIPA(1), Usage(3 )
Form(''LEECH''), HasIPA(1), Usage(2 )
Form(''CHEROOTS''), HasIPA(0), Usage(3 )
Form(''HARLOT''), HasIPA(1), Usage(4 )
Form(''ADVERTISED''), HasIPA(1), Usage(4 )
Form(''PATHANS''), HasIPA(1), Usage(2 )
Form(''HORSEFLESH''), HasIPA(1), Usage(2 )
Form(''GOBIND''), HasIPA(0), Usage(2 )
Form(''ABSENTLY''), HasIPA(0), Usage(4 )
Form(''COMIN'''), HasIPA(1), Usage(2 )
Form(''NONSENSE''), HasIPA(1), Usage(3 )
Form(''SPRINKLE''), HasIPA(1), Usage(4 )
Form(''ORPHAN''), HasIPA(1), Usage(3 )
Form(''OUTFIT''), HasIPA(1), Usage(3 )
Form(''VOUCHERS''), HasIPA(1), Usage(2 )
Form(''ETHNOLOGIST''), HasIPA(0), Usage(2 )
Form(''WHIMPERED''), HasIPA(0), Usage(4 )
Form(''UNNOISED''), HasIPA(0), Usage(3 )
Form(''FRAY''), HasIPA(1), Usage(2 )
Form(''ADAM'S''), HasIPA(1), Usage(2 )
Form(''MARS''), HasIPA(1), Usage(3 )
Form(''MISINFORMATION''), HasIPA(1), Usage(3 )
Form('''TO''), HasIPA(0), Usage(3 )
Form(''FLANNELS''), HasIPA(1), Usage(4 )
Form(''INEXPEDIENT''), HasIPA(0), Usage(3 )
Form(''CHEROOT''), HasIPA(0), Usage(4 )
Form(''BEAMED''), HasIPA(1), Usage(4 )
Form(''DISCOURSED''), HasIPA(0), Usage(4 )
Form(''BIBI''), HasIPA(1), Usage(2 )
Form(''MIRIAM''), HasIPA(1), Usage(2 )
Form(''ENVIOUS''), HasIPA(1), Usage(2 )
Form(''CREIGHTON'S''), HasIPA(0), Usage(4 )
Form(''CATH'LIC''), HasIPA(0), Usage(2 )
Form(''HOURS'''), HasIPA(1), Usage(4 )
Form(''BUNDLED''), HasIPA(1), Usage(2 )
Form(''TICCA''), HasIPA(0), Usage(2 )
Form(''GARRI''), HasIPA(0), Usage(2 )
Form(''TUM''), HasIPA(0), Usage(2 )
Form(''APPRECIATIVELY''), HasIPA(1), Usage(4 )
Form(''ESTIMATING''), HasIPA(1), Usage(2 )
Form(''UMBRELLAS''), HasIPA(1), Usage(3 )
Form(''BEDDED''), HasIPA(1), Usage(3 )
Form(''PENSIONERS''), HasIPA(1), Usage(2 )
Form(''ASTOUNDING''), HasIPA(1), Usage(3 )
Form(''IMPROPER''), HasIPA(1), Usage(2 )
Form(''FRIVOLOUS''), HasIPA(1), Usage(3 )
Form(''DRIVER'S''), HasIPA(1), Usage(2 )
Form(''ABBOTS''), HasIPA(0), Usage(2 )
Form(''CLANG''), HasIPA(1), Usage(3 )
Form(''PRECOCIOUS''), HasIPA(1), Usage(2 )
Form(''RELIANT''), HasIPA(1), Usage(2 )
Form(''SUBORDINATE''), HasIPA(1), Usage(4 )
Form(''WARRANT''), HasIPA(1), Usage(4 )
Form(''FEUDATORY''), HasIPA(0), Usage(2 )
Form(''RAJAH'S''), HasIPA(0), Usage(3 )
Form(''PLANTERS''), HasIPA(1), Usage(2 )
Form(''DHURRUMTOLLAH''), HasIPA(0), Usage(2 )
Form(''CHUNAR''), HasIPA(0), Usage(2 )
Form(''CRISPED''), HasIPA(0), Usage(2 )
Form(''SENIORS''), HasIPA(1), Usage(2 )
Form(''BLOTTED''), HasIPA(0), Usage(2 )
Form(''PASSIONLESS''), HasIPA(0), Usage(3 )
Form(''UNCONSCIOUSLY''), HasIPA(1), Usage(4 )
Form(''THROVE''), HasIPA(1), Usage(2 )
Form(''SURROUNDINGS''), HasIPA(1), Usage(4 )
Form(''STEWED''), HasIPA(1), Usage(2 )
Form(''GARLIC''), HasIPA(1), Usage(3 )
Form(''DORMITORY''), HasIPA(1), Usage(2 )
Form(''RIOTOUS''), HasIPA(1), Usage(2 )
Form(''ARRE''), HasIPA(0), Usage(2 )
Form(''DEVILRY''), HasIPA(0), Usage(2 )
Form(''DAB''), HasIPA(1), Usage(3 )
Form(''HUBSHI''), HasIPA(0), Usage(2 )
Form(''BARBER''), HasIPA(1), Usage(2 )
Form(''SCREWING''), HasIPA(1), Usage(2 )
Form(''SHAITAN''), HasIPA(0), Usage(3 )
Form(''RAMPANT''), HasIPA(1), Usage(2 )
Form(''SODDEN''), HasIPA(1), Usage(3 )
Form(''CANTERING''), HasIPA(0), Usage(2 )
Form(''MANGERS''), HasIPA(0), Usage(2 )
Form(''LICK''), HasIPA(1), Usage(2 )
Form(''VAGABOND''), HasIPA(1), Usage(3 )
Form(''JACKAL''), HasIPA(1), Usage(2 )
Form(''MAZANDERAN''), HasIPA(0), Usage(2 )
Form(''OILMAN''), HasIPA(1), Usage(2 )
Form(''FIREWORK''), HasIPA(1), Usage(2 )
Form(''TAKEST''), HasIPA(0), Usage(3 )
Form(''SPICED''), HasIPA(1), Usage(2 )
Form(''DISGUISEMENT''), HasIPA(0), Usage(4 )
Form(''FORFEIT''), HasIPA(1), Usage(3 )
Form(''PLAINER''), HasIPA(1), Usage(3 )
Form(''SURER''), HasIPA(1), Usage(4 )
Form(''BULKHEAD''), HasIPA(1), Usage(4 )
Form(''MEEKLY''), HasIPA(1), Usage(2 )
Form(''BLANDLY''), HasIPA(1), Usage(4 )
Form(''EBLIS''), HasIPA(0), Usage(3 )
Form(''DRUGGED''), HasIPA(1), Usage(3 )
Form(''PUNKAH''), HasIPA(0), Usage(2 )
Form(''SMOOTHING''), HasIPA(1), Usage(2 )
Form(''HINDRANCE''), HasIPA(1), Usage(3 )
Form(''BALKH''), HasIPA(0), Usage(4 )
Form(''RIDGED''), HasIPA(1), Usage(2 )
Form(''DIAGONALLY''), HasIPA(1), Usage(4 )
Form(''MANUAL''), HasIPA(1), Usage(3 )
Form(''UNWASHEN''), HasIPA(0), Usage(2 )
Form(''AROW''), HasIPA(0), Usage(2 )
Form(''DISCONNECTEDLY''), HasIPA(0), Usage(2 )
Form(''HORSETRUCK''), HasIPA(0), Usage(3 )
Form(''URR''), HasIPA(0), Usage(4 )
Form(''CHUREL''), HasIPA(0), Usage(3 )
Form(''GROANS''), HasIPA(1), Usage(2 )
Form(''RAPPED''), HasIPA(1), Usage(2 )
Form(''NIGHTWORK''), HasIPA(0), Usage(2 )
Form(''CONTENTEDLY''), HasIPA(1), Usage(2 )
Form(''TOW''), HasIPA(1), Usage(2 )
Form(''FAQUIR'S''), HasIPA(0), Usage(2 )
Form(''GROSSLY''), HasIPA(1), Usage(3 )
Form(''TIRAH''), HasIPA(0), Usage(2 )
Form(''DUN''), HasIPA(1), Usage(3 )
Form(''SNORT''), HasIPA(1), Usage(3 )
Form(''REMEMBEREST''), HasIPA(0), Usage(3 )
Form(''KARIM''), HasIPA(1), Usage(2 )
Form(''TIER''), HasIPA(1), Usage(2 )
